Group,Time,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100
CONTROL,60.9,1086.85,984.21,1202.88,948.62,966.22,1137.82,877.52,880.65,1036.58,1156.13,950.1,887.04,1006.04,922.76,1064.07,1207.3,957.56,1010.55,1020.55,689.28,840.82,1067.3,1022.02,1139.16,1134.84,970.31,1004.64,1057.58,1091.59,990.88,1051.0,979.27,905.48,1163.19,795.11,1114.72,935.65,986.39,1189.32,921.14,1002.48,920.75,1060.69,956.42,923.04,1044.44,1068.15,1244.61,918.04,1260.34,1072.74,963.03,1167.87,1124.34,1062.75,1019.05,946.49,1022.45,988.68,1059.71,961.0,895.32,933.74,1048.57,842.88,1079.18,1008.29,1085.43,857.48,1001.49,797.22,940.71,1104.32,924.12,1117.54,838.73,1012.02,1168.53,1101.6,953.03,1044.84,1110.28,1381.93,853.5,1128.8,1087.7,1022.2,1062.57,991.36,1038.32,1043.82,1088.71,1219.49,1124.98,1125.55,1083.91,881.62,915.02,1297.83,996.96
CONTROL,61.0,1011.86,1014.51,1225.26,950.08,938.9,1140.98,855.99,872.02,1014.29,1119.87,907.92,888.05,983.52,952.73,1012.99,1186.24,943.17,945.3,1024.08,705.67,856.45,1028.99,1006.66,1125.47,1212.16,960.64,991.25,1054.31,1110.29,996.59,1068.36,974.23,916.32,1201.99,801.58,1098.73,955.96,958.53,1227.5,942.14,1039.49,910.84,1025.2,1008.56,924.89,1078.18,1051.26,1250.26,883.85,1203.36,1117.6,932.02,1155.88,1139.6,1085.8,1025.56,966.29,1018.59,995.0,1061.2,940.92,908.2,939.27,1074.29,807.92,1051.89,991.54,1047.38,850.9,967.58,814.65,954.72,1119.55,951.87,1123.34,819.6,1050.03,1166.34,1116.92,943.19,1043.83,1114.23,1597.25,851.78,1129.1,1066.03,1045.25,1089.7,1024.38,1064.23,1033.4,1078.98,1216.95,1106.99,1171.04,1053.59,866.72,932.91,1268.35,1005.54
CONTROL,61.1,1041.7,1003.56,1239.06,965.29,1005.87,1099.45,873.35,887.45,1079.94,1123.05,957.76,918.2,1000.9,943.9,1068.49,1202.3,952.74,980.18,992.05,717.45,842.31,1044.52,1053.28,1062.46,1186.47,983.29,965.45,1083.24,1091.28,957.35,1022.44,957.89,914.8,1191.42,807.98,1123.58,939.99,1006.01,1195.79,932.48,1012.22,917.55,1056.15,985.91,973.38,1058.5,1088.81,1199.74,931.93,1225.48,1042.94,951.73,1211.59,1181.98,1089.25,1027.38,916.33,1025.01,1008.67,990.34,947.68,895.42,970.3,1022.27,810.7,1054.34,928.61,1061.05,857.36,968.63,802.85,976.9,1095.25,939.32,1116.72,834.56,1043.88,1198.89,1093.61,958.87,997.8,1133.86,1588.6,865.28,1182.6,1079.49,1063.94,1087.33,1025.99,1088.8,1052.43,1044.34,1209.1,1090.52,1115.65,1038.09,855.52,946.11,1276.78,1015.96
CONTROL,61.2,1012.14,987.3,1256.09,934.18,978.39,1108.55,870.16,880.56,1051.99,1176.46,925.77,898.53,1008.11,889.92,1107.06,1190.22,951.26,936.72,996.84,716.39,858.93,1033.38,1043.62,1091.84,1184.69,1042.09,1016.63,1059.75,1078.69,1004.67,1026.03,952.7,879.36,1212.62,771.15,1091.31,925.61,964.25,1198.93,935.57,986.57,931.99,1029.92,966.99,947.5,1043.68,1099.72,1211.79,933.62,1218.31,1041.23,983.71,1138.11,1192.94,1082.67,996.79,958.83,981.21,997.9,1017.46,962.3,889.24,940.7,1050.08,838.57,1049.33,1001.12,1072.75,882.15,957.23,822.28,933.01,1112.95,940.07,1086.67,840.25,1071.1,1148.52,1081.25,961.75,1029.35,1091.7,1613.75,883.74,1139.48,1080.33,1009.45,1082.66,994.55,1048.89,974.78,1078.17,1259.31,1137.66,1154.9,1103.08,891.2,933.61,1269.07,1028.84
CONTROL,61.3,1044.15,1007.53,1268.99,963.38,982.09,1096.78,877.8,876.78,1108.19,1184.08,918.5,895.29,994.14,902.13,1044.29,1265.3,919.39,959.17,1000.78,691.03,864.91,1078.02,1015.18,1089.95,1212.51,996.24,1001.14,1041.39,1068.59,992.68,1028.39,985.07,901.46,1168.99,744.02,1118.3,906.94,972.27,1183.37,939.33,1043.43,918.97,1049.43,988.87,956.57,1070.45,1076.68,1235.12,920.16,1160.92,1086.85,1005.23,1163.38,1174.42,1057.6,1020.54,958.95,1037.83,1004.06,1027.08,956.01,914.61,951.54,1061.97,828.6,1079.59,977.01,1121.21,871.46,997.91,822.69,944.09,1100.68,936.35,1082.21,841.68,1119.77,1171.43,1086.23,966.18,1081.42,1089.63,1580.29,841.9,1158.7,1117.13,1017.45,1094.11,997.02,1034.44,1025.79,1066.5,1208.0,1084.65,1158.02,1079.04,868.87,943.05,1247.58,987.45
CONTROL,61.4,1059.96,983.89,1222.71,961.46,970.08,1099.66,878.7,880.05,1074.72,1152.96,921.13,920.65,1009.79,918.96,1033.3,1233.88,954.66,972.95,984.97,711.54,846.47,1014.4,994.55,1086.84,1186.93,1006.84,977.29,1051.4,1048.95,1028.15,1061.01,937.35,880.81,1205.37,775.49,1092.05,947.75,952.86,1182.88,933.01,1000.58,935.31,1040.92,995.31,968.19,1039.46,1105.01,1225.05,901.78,1177.11,1061.56,981.09,1197.38,1170.39,1089.45,996.98,944.51,1000.99,1005.24,1034.94,991.59,912.29,943.96,1032.84,826.39,1063.38,958.6,1056.21,886.52,952.64,816.9,959.66,1083.88,930.71,1083.49,826.01,1058.11,1165.39,1071.32,957.94,1059.64,1059.34,1533.15,882.47,1148.26,1060.09,1023.69,1097.34,990.37,1050.99,1043.06,1101.82,1225.22,1106.81,1145.06,1048.21,857.07,908.18,1287.68,1036.87
CONTROL,61.5,1036.4,997.48,1239.45,948.02,936.85,1106.29,885.09,871.81,1071.59,1141.52,939.6,905.05,966.39,926.19,1053.34,1208.67,924.09,996.66,982.36,720.72,855.59,1031.27,1033.73,1072.68,1152.86,992.6,972.96,1034.65,1112.33,964.72,1055.82,964.04,895.04,1152.37,794.21,1165.46,946.99,962.3,1196.65,931.64,988.95,906.05,1051.32,968.77,946.17,1082.19,1019.44,1233.93,923.04,1253.54,1048.72,1015.49,1172.06,1179.47,1115.72,995.03,966.61,994.58,998.76,1029.93,965.56,910.68,931.1,1044.52,812.95,1075.82,980.5,1067.8,860.0,965.4,803.27,931.53,1115.5,949.04,1105.4,827.8,1071.0,1173.45,1118.16,942.24,1029.63,1109.17,1505.18,837.76,1144.62,1097.27,1059.95,1055.83,1030.94,1061.25,993.15,1002.35,1254.52,1089.59,1151.61,1084.69,871.23,938.99,1240.19,1018.13
CONTROL,61.6,1056.68,985.24,1268.43,950.21,973.62,1110.7,880.17,875.62,1041.97,1186.31,928.74,884.21,990.96,960.66,1033.39,1258.7,959.83,985.95,982.34,702.49,869.79,1004.38,1014.29,1053.45,1163.19,1003.54,943.76,1052.23,1078.77,968.66,1031.77,966.82,893.75,1151.1,762.1,1114.05,904.34,974.13,1244.68,957.57,1046.41,929.91,1096.55,966.18,908.53,1054.62,1084.4,1265.06,920.63,1159.02,1048.75,974.54,1212.66,1159.4,1211.0,1004.96,976.38,1015.86,1025.05,1050.03,951.63,914.78,959.45,1028.69,818.59,1094.63,954.35,1068.72,881.23,974.13,803.16,942.6,1073.72,972.13,1120.57,809.3,1036.73,1226.22,1090.04,920.11,1048.27,1087.03,1452.17,862.33,1146.25,1074.0,1036.01,1068.74,1001.45,1062.77,1028.16,1086.93,1222.51,1147.75,1121.48,1041.78,857.34,931.64,1264.46,998.6
CONTROL,61.7,1056.48,976.63,1266.91,935.2,975.87,1091.63,868.94,880.19,1082.38,1081.81,962.85,897.69,1027.06,926.99,1019.42,1262.7,949.82,943.86,1018.13,707.2,848.54,1036.97,1000.9,1035.36,1170.11,1005.75,962.02,1040.5,1089.84,964.02,1043.05,995.16,874.09,1180.54,819.85,1131.16,923.79,988.5,1231.57,912.25,998.78,911.7,1072.29,993.0,937.82,1048.61,1056.08,1265.84,913.62,1169.37,1051.71,983.68,1162.32,1125.21,1247.72,1003.24,917.48,1008.64,1012.24,1031.27,948.28,906.95,934.06,1032.29,808.07,1067.39,1020.65,1117.57,857.26,985.11,818.0,963.96,1087.93,978.74,1095.01,798.85,1071.36,1225.32,1078.42,939.06,1086.22,1106.97,1453.75,864.69,1117.84,1080.93,1018.43,1085.41,1026.11,1016.84,996.32,1072.51,1270.39,1099.48,1143.15,1068.52,843.87,916.69,1256.57,1035.56
CONTROL,61.8,1050.78,963.32,1222.74,926.62,984.82,1079.75,864.84,842.41,1128.19,1160.05,923.77,906.02,986.88,909.62,1038.22,1227.37,905.62,986.26,984.57,694.98,876.56,1046.39,1064.76,1024.49,1209.65,1010.21,966.83,1057.77,1088.14,977.93,1066.69,970.92,873.68,1195.78,821.31,1102.12,937.78,973.5,1207.12,937.01,1041.2,895.77,1019.09,956.69,944.19,1091.45,1052.69,1196.48,919.25,1154.58,1059.12,977.53,1203.08,1134.08,1248.95,1015.24,962.65,1011.7,1029.19,1059.19,953.81,863.09,934.23,1011.55,873.67,1102.55,990.25,1075.64,859.76,941.57,819.96,966.77,1122.72,922.03,1119.89,801.7,1076.94,1172.22,1104.87,970.9,1041.44,1076.69,1418.85,862.19,1140.27,1120.43,1019.51,1110.5,1016.75,1043.27,1065.25,1070.65,1197.72,1083.63,1213.18,1041.45,857.49,908.99,1302.03,1026.5
CONTROL,61.9,1077.22,967.45,1215.06,939.47,1002.55,1120.55,882.2,893.17,1066.39,1187.5,970.27,883.17,1017.74,931.76,1075.44,1211.93,920.84,969.08,991.38,711.24,829.79,1012.66,1001.31,1101.85,1163.94,984.8,970.9,1055.93,1076.56,965.16,1023.56,995.46,907.51,1156.3,784.52,1093.27,943.72,960.54,1200.45,938.13,1042.75,941.81,1013.27,960.58,925.63,1074.88,1085.38,1268.75,904.49,1156.31,1040.24,989.78,1169.6,1179.97,1214.35,992.94,916.84,1001.71,999.95,1046.02,956.89,899.05,929.69,1036.15,791.8,1091.7,968.47,1015.25,877.89,945.56,806.0,944.48,1067.78,930.27,1120.51,825.47,1067.13,1177.34,1100.46,937.36,1021.1,1130.5,1400.36,859.45,1111.65,1063.77,1045.11,1104.3,1010.73,1083.57,1056.75,1057.05,1233.01,1120.34,1197.16,1065.07,836.97,921.13,1278.77,1031.36
CONTROL,62.0,1057.69,982.33,1229.06,1003.94,974.21,1071.66,854.65,885.43,1063.64,1168.0,919.43,913.49,949.33,903.55,1041.45,1224.11,953.42,980.31,966.29,742.54,893.97,1018.34,1018.34,1051.75,1183.18,976.78,974.33,1048.78,1090.17,979.03,1014.65,971.73,878.42,1157.04,779.75,1159.96,917.82,970.55,1203.35,926.11,1038.9,913.06,1082.08,1014.75,926.1,1008.79,1048.37,1230.17,924.34,1155.52,1036.74,1002.0,1134.65,1121.98,1171.36,1033.45,932.46,976.91,1027.1,1036.28,980.39,903.48,952.02,1011.43,809.44,1102.14,993.05,1068.51,861.95,1026.62,793.83,972.72,1081.13,931.01,1125.37,828.21,1044.17,1154.45,1125.01,936.77,1068.1,1117.62,1332.74,864.6,1158.32,1044.56,1060.55,1079.28,989.11,1184.78,1006.97,1043.44,1265.48,1119.94,1184.38,1114.16,864.12,914.99,1299.78,1021.82
CONTROL,62.1,1035.12,989.54,1247.02,959.8,1012.58,1119.24,879.36,882.14,1062.79,1179.09,946.45,964.01,1019.7,925.9,1041.7,1258.58,951.63,973.66,1003.92,670.04,881.37,1037.9,1042.69,1051.89,1190.11,1020.59,1014.11,1065.92,1081.95,993.51,1074.55,991.21,929.33,1221.19,958.03,1130.75,943.62,939.57,1188.27,930.91,1044.61,947.38,1043.82,1000.45,953.99,1064.35,1057.38,1228.04,907.46,1195.35,1064.36,1000.61,1167.6,1173.89,1175.49,1029.16,952.86,1007.2,958.7,1040.26,977.54,891.5,924.92,992.49,816.64,1075.22,981.24,1086.32,846.72,1004.06,823.66,964.9,1081.78,928.93,1095.51,841.6,1080.41,1132.04,1062.44,950.14,1070.74,1105.2,1360.9,859.25,1113.12,1079.47,1005.75,1040.4,1002.37,1189.37,998.24,1058.12,1231.02,1101.83,1180.04,1081.88,844.14,923.13,1263.93,1012.05
CONTROL,62.2,1027.29,939.28,1178.05,960.64,964.14,1146.31,856.91,875.59,1087.63,1400.03,953.06,894.83,977.68,936.38,1025.4,1209.39,930.0,994.76,958.03,741.39,871.63,1062.24,1020.59,1061.64,1174.17,992.25,994.88,1040.7,1160.74,940.15,995.73,966.56,905.63,1134.14,980.15,1089.12,979.5,977.65,1207.13,929.6,996.02,916.51,1025.58,996.32,953.97,1053.74,1097.35,1216.52,873.85,1160.51,1066.88,1014.0,1194.85,1153.23,1149.07,1010.03,968.54,1028.09,986.55,1035.48,946.81,904.44,936.21,1025.81,808.96,1078.21,1012.14,1077.67,892.56,988.31,815.01,953.86,1053.8,919.09,1113.56,824.1,1043.28,1185.54,1115.21,913.85,1035.75,1112.55,1344.06,846.62,1137.17,1091.47,1018.86,1080.76,1016.58,1191.99,1026.02,1096.8,1215.99,1110.76,1187.44,1083.46,897.4,890.84,1269.34,1010.9
CONTROL,62.3,1023.86,972.81,1273.14,951.61,988.22,1096.86,871.14,886.92,1064.01,1430.37,929.66,876.25,1006.25,936.21,1032.82,1209.51,936.7,962.51,1017.07,726.85,863.88,1049.19,1007.0,1051.6,1176.18,969.65,967.94,1040.93,1065.28,990.94,1044.55,976.32,864.18,1157.83,979.16,1111.85,930.9,939.97,1242.97,906.58,1012.05,905.71,1039.34,983.04,932.93,1051.7,1075.45,1187.79,910.38,1169.15,1064.58,992.92,1132.5,1150.27,1179.69,1020.01,905.79,1043.23,985.91,1041.99,997.05,916.56,934.66,996.11,819.98,1106.32,1016.56,1050.1,848.05,970.22,831.94,952.31,1100.98,953.68,1140.22,803.03,1068.05,1203.63,1081.15,955.37,1104.64,1141.56,1365.15,853.85,1146.28,1074.01,1021.44,1082.56,1006.7,1182.26,1041.98,1096.48,1171.05,1073.13,1137.89,1059.08,865.32,910.11,1288.93,1016.88
CONTROL,62.4,1051.38,992.08,1232.78,967.17,932.87,1101.41,871.68,863.53,1091.99,1382.68,941.9,904.09,945.4,921.76,991.43,1210.45,953.16,992.28,972.33,693.41,863.84,1018.55,1066.21,1080.56,1168.7,1012.22,984.19,1031.97,1067.68,934.3,995.34,976.04,904.53,1175.79,942.92,1159.92,946.85,980.64,1176.58,936.05,1027.73,942.26,1023.64,971.35,948.83,1042.41,1080.69,1230.47,933.14,1186.17,1031.42,1003.13,1184.82,1200.45,1153.72,1002.19,911.83,1008.4,1018.5,1017.3,969.16,914.83,983.76,995.96,827.47,1074.43,972.46,1089.73,866.59,988.44,777.49,965.9,1084.81,987.16,1151.75,831.65,1052.01,1212.92,1060.45,919.75,1042.44,1099.34,1329.79,848.58,1127.46,1109.79,1068.2,1042.65,980.93,1145.56,1030.32,1092.42,1222.95,1114.82,1183.53,1105.88,851.83,920.04,1239.43,1052.43
CONTROL,62.5,1034.73,977.46,1263.66,987.1,1011.72,1088.87,858.6,871.36,1067.68,1415.44,934.57,894.13,995.5,920.83,1007.64,1198.01,951.69,1006.36,978.3,706.58,853.69,983.85,1027.33,1088.94,1175.3,1011.78,1014.3,1024.58,1051.02,990.46,996.02,978.04,901.94,1179.36,940.06,1142.31,927.43,977.58,1190.2,924.12,1029.74,905.11,1067.76,994.59,965.02,1106.31,1095.34,1313.98,912.44,1155.8,1072.37,958.88,1176.32,1136.44,1154.44,1020.96,931.62,999.14,1037.98,1034.0,968.3,867.7,920.62,973.13,843.74,1074.4,986.73,1081.77,860.91,964.75,831.25,963.79,1101.33,924.1,1120.61,831.9,1079.59,1167.63,1063.42,948.96,1016.72,1119.56,1317.36,883.02,1146.99,1100.74,1043.69,1051.96,963.03,1140.45,1037.67,1094.92,1205.94,1061.24,1195.54,1076.38,870.58,935.01,1285.3,1017.72
CONTROL,62.6,1098.32,958.86,1274.76,950.14,979.15,1067.77,862.94,859.3,1044.51,1394.51,922.58,912.37,1005.04,924.13,1070.48,1225.63,922.87,954.88,1013.24,732.59,882.05,997.79,1019.36,1055.64,1192.06,998.3,955.19,1038.18,1092.55,948.86,1055.11,984.89,907.56,1155.66,942.4,1137.1,945.53,955.57,1161.36,934.83,1051.55,920.28,1038.73,985.95,908.75,1092.86,1048.96,1228.75,872.99,1119.67,1066.77,986.16,1148.87,1193.71,1141.07,1011.76,943.46,1001.32,1012.04,1023.99,916.16,931.87,919.33,1032.52,831.09,1080.73,1008.09,1062.25,883.79,987.59,815.77,947.95,1079.84,919.97,1114.49,843.28,1046.17,1143.54,1066.94,952.66,1067.98,1070.11,1283.16,871.02,1156.89,1068.64,1215.22,1087.13,974.95,1087.58,1013.12,1055.48,1208.54,1111.14,1159.36,1045.96,862.78,928.6,1285.29,1059.42
CONTROL,62.7,1079.85,960.53,1227.65,953.05,961.96,1089.0,888.23,905.66,1076.71,1339.4,970.67,919.54,1001.47,936.67,1030.92,1179.61,947.31,986.54,984.9,706.05,865.18,1001.95,1004.52,1057.0,1178.66,1012.32,960.48,1057.6,1062.04,983.95,1057.26,984.64,873.52,1161.85,927.46,1138.68,942.92,978.82,1225.68,927.74,1001.75,930.35,1054.5,960.41,915.09,1077.56,1054.31,1218.18,911.97,1117.71,1094.31,1010.46,1141.78,1195.43,1137.33,1045.28,918.88,1027.11,958.52,1050.99,969.06,869.85,948.77,979.93,810.86,1068.78,1001.91,1061.94,833.05,983.74,821.4,996.94,1089.95,898.39,1122.22,858.18,1059.63,1196.0,1125.43,971.2,1001.5,1125.61,1259.07,871.86,1118.56,1110.17,1240.04,1079.64,1015.09,1160.9,1007.07,1063.42,1197.92,1143.94,1120.9,1045.91,839.15,913.32,1245.88,1071.63
CONTROL,62.8,1037.0,1013.2,1201.38,970.51,973.12,1064.43,891.84,844.92,1084.12,1303.49,914.59,888.01,982.4,953.24,1067.13,1239.32,958.18,980.34,995.22,717.06,861.99,1010.7,1075.59,1037.37,1156.87,986.55,1006.32,1036.72,1090.73,1005.78,1034.21,983.94,885.21,1201.27,898.17,1161.62,939.38,1001.38,1231.1,916.97,1001.77,928.03,1031.15,1008.38,936.13,1091.66,1079.71,1201.16,930.03,1169.85,1015.84,955.05,1141.28,1161.4,1100.1,1018.67,902.64,1010.36,1012.76,1027.35,960.95,950.92,904.22,1003.49,804.31,1086.44,975.3,1081.45,859.33,956.81,817.6,977.17,1077.69,951.59,1104.31,823.92,1033.52,1153.4,1094.61,939.96,1080.19,1114.73,1320.81,862.91,1126.35,1032.42,1217.79,1062.54,1008.57,1132.15,1018.15,1108.25,1234.76,1102.74,1156.43,1040.52,879.43,914.28,1223.01,1030.61
CONTROL,62.9,1034.61,948.99,1195.83,965.77,976.98,1109.67,876.36,903.29,1071.51,1303.39,924.62,913.05,1009.38,957.11,1052.59,1245.04,937.33,977.47,984.08,721.22,865.46,1013.34,1018.13,1055.28,1163.45,968.81,978.96,1067.84,1057.84,935.73,1051.83,968.21,911.82,1185.97,891.41,1123.21,943.05,976.78,1196.58,934.41,1031.94,946.83,1005.56,990.73,946.22,1081.9,1094.1,1203.76,921.2,1132.11,1070.45,953.41,1196.15,1161.97,1111.13,1010.55,933.26,998.08,988.28,994.89,959.5,923.93,914.57,1007.08,823.57,1102.95,963.0,1030.59,870.57,940.84,834.32,919.27,1091.06,972.98,1109.62,845.58,1021.55,1189.79,1131.16,996.33,1028.62,1090.98,1285.8,839.11,1091.39,1112.73,1172.11,1075.38,981.18,1101.75,1001.97,1073.87,1215.21,1145.73,1180.95,1055.15,862.2,921.29,1265.53,1038.89
CONTROL,63.0,1076.68,973.59,1279.06,972.01,1025.3,1088.21,897.47,874.81,1081.36,1284.65,943.82,883.36,981.68,939.89,1029.74,1221.64,927.88,981.32,1011.74,704.9,888.72,995.29,1030.52,1034.29,1168.45,979.04,993.2,1050.92,1071.9,938.33,1012.26,978.0,1087.55,1158.77,881.55,1380.68,936.42,961.1,1177.08,944.47,1032.6,932.97,1031.86,982.57,936.16,1093.9,1094.01,1198.4,948.24,1149.01,1075.51,987.37,1141.97,1172.19,1127.53,989.93,940.98,1013.55,1009.82,1058.13,948.34,924.11,951.62,996.29,800.36,1065.07,983.2,1064.08,858.18,971.73,790.49,937.69,1076.34,954.88,1122.04,827.62,1086.09,1198.4,1097.77,937.57,1037.09,1124.28,1259.18,870.74,1115.14,1063.14,1168.75,1077.63,1016.81,1117.67,1022.43,1039.29,1248.36,1133.15,1165.71,1077.51,837.02,926.75,1303.35,1040.01
CONTROL,63.1,1002.24,996.2,1221.47,919.62,981.34,1112.06,860.03,855.95,1067.04,1288.38,965.47,907.59,981.18,912.09,1013.62,1222.53,944.4,962.45,1033.35,714.79,862.98,1037.84,1027.36,1067.57,1205.62,1021.71,952.93,1083.97,1088.71,957.19,1025.43,998.7,1121.17,1152.39,870.66,1425.01,922.7,962.78,1213.53,925.94,1046.12,930.39,1036.12,1004.99,913.6,1077.12,1098.43,1203.64,920.68,1151.98,1064.86,950.87,1131.36,1152.43,1139.33,1040.05,949.71,997.12,995.35,1038.43,951.73,877.72,923.08,999.18,838.86,1048.79,960.25,1063.35,854.85,1007.98,799.31,932.58,1106.41,964.32,1091.77,819.1,1047.63,1155.77,1107.87,963.93,1038.95,1115.56,1273.07,872.34,1164.04,1059.88,1133.62,1105.49,1039.96,1096.45,1009.51,1093.07,1219.03,1108.83,1193.11,1076.55,891.3,899.74,1243.24,1008.52
CONTROL,63.2,1032.06,940.9,1236.85,946.1,970.42,1087.15,857.81,868.52,1087.85,1234.22,941.36,869.26,994.41,913.3,1046.44,1240.59,906.62,983.8,1000.07,732.48,862.21,1031.16,1004.45,1089.35,1195.13,985.15,996.58,1039.81,1072.47,987.06,1039.97,949.65,1118.07,1173.31,833.82,1448.61,942.15,970.8,1198.06,949.41,1030.27,937.05,1029.08,1004.32,932.11,1032.88,1030.32,1185.23,873.59,1097.52,1058.07,966.75,1158.92,1168.43,1107.04,1031.55,945.66,1002.02,988.21,1032.52,917.93,911.5,916.97,961.76,825.39,1078.16,970.82,1072.7,851.51,956.86,797.68,966.02,1035.69,946.36,1110.89,818.32,1095.8,1162.21,1118.27,959.25,1063.53,1117.35,1268.88,881.38,1153.63,1080.18,1111.22,1096.22,994.06,1073.42,1010.67,1096.73,1213.3,1137.4,1141.05,1079.4,839.38,914.88,1300.58,994.86
CONTROL,63.3,1061.27,993.09,1203.71,997.79,1003.07,1083.0,869.24,887.41,1041.85,1262.37,926.63,917.98,984.28,947.94,1025.48,1278.3,954.69,966.51,991.9,712.47,851.68,1025.82,1004.68,1014.01,1234.14,977.87,944.86,1048.56,1064.65,952.66,1018.85,1010.29,1094.01,1184.12,851.77,1417.12,952.89,972.73,1222.71,920.96,1002.67,902.04,1054.83,988.97,964.01,1039.29,1045.57,1236.56,892.86,1151.11,1032.73,964.44,1159.49,1164.86,1097.99,1052.88,934.82,1011.23,1013.93,1019.98,969.67,930.43,928.85,996.91,816.99,1076.82,967.54,1053.76,859.88,957.7,832.18,961.38,1041.24,906.13,1157.22,808.31,1056.45,1195.68,1121.65,989.63,1045.09,1095.96,1302.13,867.26,1148.87,1056.69,1134.58,1065.76,983.12,1070.95,1010.8,1101.42,1203.79,1080.27,1154.85,1041.67,879.39,946.79,1245.51,1059.89
CONTROL,63.4,1022.47,949.44,1224.8,946.59,971.8,1112.28,882.82,862.26,1061.21,1228.61,935.64,914.68,997.53,920.8,1065.97,1185.62,921.59,976.38,991.89,724.92,859.39,1017.97,1048.38,1036.28,1188.4,1024.1,1000.38,1080.12,1081.44,985.88,1044.76,967.04,1084.77,1210.02,827.94,1360.19,901.77,944.59,1164.53,927.84,1053.55,902.77,1033.57,995.54,946.23,1023.38,1072.84,1256.24,913.04,1107.01,1085.71,969.57,1201.16,1169.87,1064.66,1035.38,984.21,1014.87,956.38,1076.53,940.08,892.84,947.36,973.95,814.45,1046.86,980.34,1059.9,878.46,963.44,843.38,942.93,1070.17,975.63,1095.93,829.48,1071.62,1183.22,1065.62,927.26,1059.3,1310.02,1229.12,847.39,1136.15,1044.23,1132.43,1106.51,1029.73,1048.34,1011.45,1073.01,1241.57,1092.69,1171.63,1086.7,872.87,909.43,1272.28,1020.43
CONTROL,63.5,1031.54,999.55,1244.58,971.36,973.11,1117.66,873.59,900.57,1037.06,1243.87,978.51,867.65,1005.76,889.7,1090.13,1239.58,957.45,991.83,968.6,713.82,897.63,1042.03,1026.66,1015.63,1166.96,1023.72,955.64,1054.37,1070.2,967.58,1024.94,994.49,1037.46,1163.12,812.03,1313.61,922.08,1004.65,1217.12,932.84,1028.73,919.86,1060.22,944.2,896.27,1059.85,1099.34,1221.21,927.6,1109.91,1067.0,963.34,1159.17,1129.92,1104.45,1051.09,937.4,1046.23,992.15,1062.07,967.22,910.89,976.84,1001.85,821.14,1083.38,974.57,1052.1,885.21,959.91,797.36,926.25,1089.24,923.74,1113.69,832.44,1062.83,1177.49,1086.17,943.39,1065.63,1415.66,1292.85,889.27,1132.47,1108.16,1086.47,1072.29,1030.36,1073.15,998.92,1057.04,1215.04,1150.98,1099.16,1033.23,887.62,947.87,1287.29,987.54
CONTROL,63.6,1034.16,1031.93,1250.66,984.46,995.31,1078.9,855.46,887.45,1075.35,1192.06,935.73,920.45,1023.29,956.76,1014.3,1212.24,936.54,960.91,966.98,696.1,859.72,1000.42,1027.84,1070.25,1188.51,1003.65,991.98,1086.3,1085.61,991.18,1054.56,985.87,1016.7,1182.63,810.71,1291.36,915.15,1007.06,1205.83,944.16,1028.56,924.62,1026.91,971.31,979.15,1041.22,1050.04,1239.4,895.62,1129.68,1076.59,959.31,1203.17,1140.54,1101.62,1026.23,946.72,1014.63,1014.35,1021.55,957.65,934.83,934.98,1006.29,817.13,1257.28,1000.1,1082.72,862.52,960.24,838.43,969.59,1092.42,945.54,1114.15,814.96,1058.78,1178.08,1087.48,968.07,1029.77,1334.21,1245.6,847.81,1143.35,1101.54,1089.6,1122.2,1037.36,1067.76,1030.55,1122.67,1237.22,1120.95,1155.26,1068.36,876.39,929.03,1300.81,1057.37
CONTROL,63.7,1055.23,955.27,1237.23,974.57,972.72,1106.93,868.63,885.15,1080.0,1220.27,943.81,908.02,967.78,936.09,1052.17,1205.24,904.07,967.24,979.04,703.61,861.87,1041.6,1025.25,1075.68,1171.9,996.15,983.81,1041.52,1029.02,974.91,1030.79,942.08,983.0,1185.89,828.67,1322.33,928.8,1005.37,1227.15,952.09,1015.22,918.49,1022.55,1000.73,932.05,1069.16,1109.38,1192.36,905.54,1153.77,1057.18,956.99,1159.19,1151.27,1101.07,1055.43,935.23,1015.6,984.56,1009.43,948.29,912.19,964.91,946.71,812.72,1312.34,1008.75,1086.33,869.47,975.51,824.25,973.83,1120.29,969.21,1112.34,810.52,1084.91,1164.83,1089.93,931.26,1054.4,1396.66,1274.72,858.02,1129.02,1074.67,1039.51,1067.76,1041.03,1062.38,1013.67,1045.18,1270.56,1123.84,1151.86,1049.9,866.4,921.77,1291.39,1015.5
